UserID,R,S,R_l
U696,N11817 N33831 N28523 N51048 N56214,N11817,"['N11817', 'N33831', 'N28523', 'N51048', 'N56214']"
U75917,N64009 N55204 N21707 N30998,N55204,"['N64009', 'N55204', 'N21707', 'N30998']"
U32608,N7319 N33619,N33619,"['N7319', 'N33619']"
U45156,N6693 N55689,N55689,"['N6693', 'N55689']"
U86238,N41881 N51398,N41881,"['N41881', 'N51398']"
U36681,N63970 N58363,N58363,"['N63970', 'N58363']"
U4311,N61740 N61233,N61233,"['N61740', 'N61233']"
U74328,N51048 N59673 N287 N47061,N47061,"['N51048', 'N59673', 'N287', 'N47061']"
U56516,N61022 N57097,N61022,"['N61022', 'N57097']"
U39749,N9473 N1034 N25867 N65185,N9473,"['N9473', 'N1034', 'N25867', 'N65185']"
U84421,N64851 N49200,N64851,"['N64851', 'N49200']"
U68734,N20495 N7821,N20495,"['N20495', 'N7821']"
U50842,N27845 N41881,N27845,"['N27845', 'N41881']"
U79044,N64252 N4642,N4642,"['N64252', 'N4642']"
U72417,N1952 N50872,N1952,"['N1952', 'N50872']"
U81076,N49279 N61022,N49279,"['N49279', 'N61022']"
U11399,N12029 N36599,N12029,"['N12029', 'N36599']"
U17964,N41881 N51398,N41881,"['N41881', 'N51398']"
U77022,N45266 N47061,N47061,"['N45266', 'N47061']"
U34656,N35729 N55689,N55689,"['N35729', 'N55689']"
U84402,N47061 N287 N59673 N51048,N47061,"['N47061', 'N287', 'N59673', 'N51048']"
U81876,N51398 N41881 N47020,N41881,"['N51398', 'N41881', 'N47020']"
U62534,N38662 N13930 N55204 N23414 N55689,N55689,"['N38662', 'N13930', 'N55204', 'N23414', 'N55689']"
U26186,N27198 N39010 N64094 N287 N51048,N287,"['N27198', 'N39010', 'N64094', 'N287', 'N51048']"
U49338,N35729 N48759 N56193 N49685,N35729,"['N35729', 'N48759', 'N56193', 'N49685']"
U16954,N3243 N17310 N23814 N50872,N3243,"['N3243', 'N17310', 'N23814', 'N50872']"
U58310,N61233 N56211 N48487 N41934,N61233,"['N61233', 'N56211', 'N48487', 'N41934']"
U14134,N55204 N45270 N55689,N55689,"['N55204', 'N45270', 'N55689']"
U39169,N61022 N61768,N61768,"['N61022', 'N61768']"
U35032,N55689 N6693,N55689,"['N55689', 'N6693']"
U85297,N48657 N28862 N15435 N4247,N48657,"['N48657', 'N28862', 'N15435', 'N4247']"
U46970,N57097 N61768 N64916 N61022,N61022,"['N57097', 'N61768', 'N64916', 'N61022']"
U56031,N50675 N7319 N33619,N33619,"['N50675', 'N7319', 'N33619']"
U36412,N63970 N42634 N40839,N40839,"['N63970', 'N42634', 'N40839']"
U51754,N53585 N23414 N55689,N23414,"['N53585', 'N23414', 'N55689']"
U44156,N49279 N61022 N21882,N49279,"['N49279', 'N61022', 'N21882']"
U39779,N58363 N63970,N58363,"['N58363', 'N63970']"
U91498,N24272 N41881 N41178 N27845,N41881,"['N24272', 'N41881', 'N41178', 'N27845']"
U43433,N41178 N24272,N41178,"['N41178', 'N24272']"
U12580,N38779 N23446,N38779,"['N38779', 'N23446']"
U65513,N49279 N61022,N49279,"['N49279', 'N61022']"
U52270,N47061 N42977,N42977,"['N47061', 'N42977']"
U50068,N1228 N61233 N33828 N19661,N33828,"['N1228', 'N61233', 'N33828', 'N19661']"
U46921,N24272 N27845 N41881 N41178,N41881,"['N24272', 'N27845', 'N41881', 'N41178']"
U58290,N41881 N51398 N52000 N27845,N51398,"['N41881', 'N51398', 'N52000', 'N27845']"
U12224,N49279 N61022,N49279,"['N49279', 'N61022']"
U51236,N47020 N65185 N1034,N65185,"['N47020', 'N65185', 'N1034']"
U44467,N58363 N63970,N63970,"['N58363', 'N63970']"
U62797,N51398 N41881 N47020,N41881,"['N51398', 'N41881', 'N47020']"
U34720,N50872 N64174 N40109 N8015 N23877,N40109,"['N50872', 'N64174', 'N40109', 'N8015', 'N23877']"
U15432,N287 N39010,N287,"['N287', 'N39010']"
U88286,N40839 N63970 N27560 N62360,N63970,"['N40839', 'N63970', 'N27560', 'N62360']"
U29651,N4642 N56214,N56214,"['N4642', 'N56214']"
U71277,N7821 N12029,N12029,"['N7821', 'N12029']"
U58938,N38779 N23877 N23446 N40109,N38779,"['N38779', 'N23877', 'N23446', 'N40109']"
U84786,N50872 N20270,N20270,"['N50872', 'N20270']"
U24808,N64968 N55563,N55563,"['N64968', 'N55563']"
U13087,N19092 N20495,N20495,"['N19092', 'N20495']"
U30017,N61740 N61233,N61233,"['N61740', 'N61233']"
U46267,N20079 N33619,N33619,"['N20079', 'N33619']"
U24584,N33831 N51048 N1940,N1940,"['N33831', 'N51048', 'N1940']"
U21937,N46029 N46526 N23414 N54489,N23414,"['N46029', 'N46526', 'N23414', 'N54489']"
U2958,N35729 N55689,N55689,"['N35729', 'N55689']"
U34636,N23414 N55689 N43502 N13930 N55204,N55689,"['N23414', 'N55689', 'N43502', 'N13930', 'N55204']"
U68484,N6693 N55689,N55689,"['N6693', 'N55689']"
U77639,N16809 N2869 N43073 N27165,N16809,"['N16809', 'N2869', 'N43073', 'N27165']"
U82326,N61233 N61740,N61233,"['N61233', 'N61740']"
U88284,N41285 N40109 N50872,N40109,"['N41285', 'N40109', 'N50872']"
U2954,N53585 N55689,N53585,"['N53585', 'N55689']"
U87235,N50872 N35815,N35815,"['N50872', 'N35815']"
U29358,N35729 N27581 N33632,N33632,"['N35729', 'N27581', 'N33632']"
U43264,N47020 N36752 N1034,N1034,"['N47020', 'N36752', 'N1034']"
U12939,N61022 N57651 N49685 N36681 N10386,N49685,"['N61022', 'N57651', 'N49685', 'N36681', 'N10386']"
U41233,N62360 N63970 N7319 N52122,N63970,"['N62360', 'N63970', 'N7319', 'N52122']"
U5866,N50872 N40109,N40109,"['N50872', 'N40109']"
U10886,N7319 N41020 N33619 N49180,N33619,"['N7319', 'N41020', 'N33619', 'N49180']"
U40204,N13930 N55689 N23414,N13930,"['N13930', 'N55689', 'N23414']"
U78877,N41222 N23414 N53585 N54489 N46029,N23414,"['N41222', 'N23414', 'N53585', 'N54489', 'N46029']"
U49483,N1034 N61022 N64916 N56051,N61022,"['N1034', 'N61022', 'N64916', 'N56051']"
U78142,N47061 N35170,N35170,"['N47061', 'N35170']"
U23252,N43502 N55689 N13930 N55204 N23414,N13930,"['N43502', 'N55689', 'N13930', 'N55204', 'N23414']"
U69949,N55689 N35729,N55689,"['N55689', 'N35729']"
U34046,N55689 N52622 N53585 N55204,N53585,"['N55689', 'N52622', 'N53585', 'N55204']"
U59527,N55689 N53585,N53585,"['N55689', 'N53585']"
U69322,N55689 N43502 N21707 N45270 N55204,N55689,"['N55689', 'N43502', 'N21707', 'N45270', 'N55204']"
U47779,N47020 N1034 N17965 N65185 N25867,N47020,"['N47020', 'N1034', 'N17965', 'N65185', 'N25867']"
U39867,N15830 N55689 N29488 N61623,N55689 N29488,"['N15830', 'N55689', 'N29488', 'N61623']"
U70381,N49685 N33632,N49685,"['N49685', 'N33632']"
U43067,N20079 N33619,N20079,"['N20079', 'N33619']"
U94018,N33981 N50162 N63478,N50162,"['N33981', 'N50162', 'N63478']"
U59893,N51287 N36261 N37437 N48705 N56214,N56214,"['N51287', 'N36261', 'N37437', 'N48705', 'N56214']"
U6610,N39010 N287,N287,"['N39010', 'N287']"
U53971,N61233 N31289 N38697 N43016 N614,N31289,"['N61233', 'N31289', 'N38697', 'N43016', 'N614']"
U71976,N4642 N56214,N56214,"['N4642', 'N56214']"
U30320,N55689 N53585 N55204,N53585,"['N55689', 'N53585', 'N55204']"
U85324,N33619 N23429 N64152 N50675 N16920,N33619,"['N33619', 'N23429', 'N64152', 'N50675', 'N16920']"
U21553,N28047 N49685 N64542 N56193,N49685,"['N28047', 'N49685', 'N64542', 'N56193']"
U91901,N33885 N20495,N33885,"['N33885', 'N20495']"
U62614,N38691 N45168 N44651 N61022 N49279,N49279,"['N38691', 'N45168', 'N44651', 'N61022', 'N49279']"
U13897,N47020 N1034 N65185,N65185,"['N47020', 'N1034', 'N65185']"
U55099,N33828 N61233,N61233,"['N33828', 'N61233']"
U57616,N49685 N28047 N56193 N64542,N49685,"['N49685', 'N28047', 'N56193', 'N64542']"
U54620,N453 N50675 N33619 N23429,N33619,"['N453', 'N50675', 'N33619', 'N23429']"
U34077,N42457 N56214,N56214,"['N42457', 'N56214']"
U5379,N49279 N44651 N61022,N49279,"['N49279', 'N44651', 'N61022']"
U78006,N40109 N50872,N40109,"['N40109', 'N50872']"
U54332,N61022 N49279,N49279,"['N61022', 'N49279']"
U68117,N35729 N49685 N27581,N49685,"['N35729', 'N49685', 'N27581']"
U19723,N6693 N55689,N55689,"['N6693', 'N55689']"
U19911,N55689 N35729 N7809 N59981 N42961,N35729,"['N55689', 'N35729', 'N7809', 'N59981', 'N42961']"
U54576,N41881 N3491,N41881,"['N41881', 'N3491']"
U59527,N50872 N40109,N40109,"['N50872', 'N40109']"
U73927,N35729 N55689,N55689,"['N35729', 'N55689']"
U15599,N38779 N6578,N6578,"['N38779', 'N6578']"
U77796,N36681 N29128 N50060 N49685 N26952,N49685,"['N36681', 'N29128', 'N50060', 'N49685', 'N26952']"
U51007,N27560 N63970 N40839 N58363,N63970,"['N27560', 'N63970', 'N40839', 'N58363']"
U57842,N41881 N27845,N41881,"['N41881', 'N27845']"
U39210,N6693 N55689,N55689,"['N6693', 'N55689']"
U57436,N55689 N13930 N53585,N53585,"['N55689', 'N13930', 'N53585']"
U86743,N33619 N50675 N49180,N33619,"['N33619', 'N50675', 'N49180']"
U92958,N53585 N55689,N53585,"['N53585', 'N55689']"
U29486,N20079 N14184,N20079,"['N20079', 'N14184']"
U14331,N62360 N20069 N7319 N63970,N63970,"['N62360', 'N20069', 'N7319', 'N63970']"
U73815,N14184 N50675,N50675,"['N14184', 'N50675']"
U32379,N52122 N41020 N62360 N7319,N52122,"['N52122', 'N41020', 'N62360', 'N7319']"
U87562,N26025 N39010 N51048 N287,N26025,"['N26025', 'N39010', 'N51048', 'N287']"
U94021,N48759 N49685 N35729 N62729,N35729,"['N48759', 'N49685', 'N35729', 'N62729']"
U50903,N849 N42264 N27314 N36184,N36184,"['N849', 'N42264', 'N27314', 'N36184']"
U50067,N55689 N6693,N55689,"['N55689', 'N6693']"
U89669,N287 N39010,N287,"['N287', 'N39010']"
U86826,N55689 N6693,N55689,"['N55689', 'N6693']"
U71803,N21882 N61022 N49279 N64513,N49279,"['N21882', 'N61022', 'N49279', 'N64513']"
U72069,N61022 N49279,N49279,"['N61022', 'N49279']"
U82333,N15830 N54489 N37781,N15830,"['N15830', 'N54489', 'N37781']"
U19191,N44651 N49279 N61022,N49279,"['N44651', 'N49279', 'N61022']"
U12262,N56214 N4642,N4642,"['N56214', 'N4642']"
U53808,N56214 N4642,N56214,"['N56214', 'N4642']"
U24878,N55204 N55689 N53585 N52622,N53585,"['N55204', 'N55689', 'N53585', 'N52622']"
U45170,N61233 N61740,N61233,"['N61233', 'N61740']"
U21057,N55689 N53585,N53585,"['N55689', 'N53585']"
U60094,N23877 N50872 N40109,N40109,"['N23877', 'N50872', 'N40109']"
U79597,N56214 N42457,N56214,"['N56214', 'N42457']"
U89936,N57032 N1228 N59267 N50872 N51253,N50872,"['N57032', 'N1228', 'N59267', 'N50872', 'N51253']"
U86570,N12029 N7821 N33885 N42977,N42977,"['N12029', 'N7821', 'N33885', 'N42977']"
U29934,N49685 N57651 N36681,N49685,"['N49685', 'N57651', 'N36681']"
U354,N23535 N19661 N50872 N63060 N57032,N57032,"['N23535', 'N19661', 'N50872', 'N63060', 'N57032']"
U62850,N55689 N55204 N52622 N53585,N53585,"['N55689', 'N55204', 'N52622', 'N53585']"
U93455,N16920 N36789 N23429 N50675 N33619,N23429,"['N16920', 'N36789', 'N23429', 'N50675', 'N33619']"
U32104,N40839 N42634 N58363 N63970,N63970,"['N40839', 'N42634', 'N58363', 'N63970']"
U46304,N42457 N51048 N14029 N64252 N56214,N42457,"['N42457', 'N51048', 'N14029', 'N64252', 'N56214']"
U27334,N55689 N35729,N55689,"['N55689', 'N35729']"
U38164,N61233 N61740,N61233,"['N61233', 'N61740']"
U25265,N38662 N55689 N55204 N43502 N13930,N13930,"['N38662', 'N55689', 'N55204', 'N43502', 'N13930']"
U35154,N55689 N6693,N55689,"['N55689', 'N6693']"
U65184,N49279 N61022 N21882,N49279,"['N49279', 'N61022', 'N21882']"
U38437,N50872 N40109,N40109,"['N50872', 'N40109']"
U87275,N39010 N287,N287,"['N39010', 'N287']"
U56348,N30089 N25791,N30089,"['N30089', 'N25791']"
U72730,N28047 N59252,N59252,"['N28047', 'N59252']"
U16940,N33619 N20079,N33619,"['N33619', 'N20079']"
U90621,N54489 N41222 N55689 N53585 N30518,N53585,"['N54489', 'N41222', 'N55689', 'N53585', 'N30518']"
U23275,N49685 N36681 N50060 N26952 N41224,N49685,"['N49685', 'N36681', 'N50060', 'N26952', 'N41224']"
U78478,N4642 N56214,N56214,"['N4642', 'N56214']"
U24187,N63970 N62360 N20069 N7319,N63970,"['N63970', 'N62360', 'N20069', 'N7319']"
U72515,N54489 N16920,N16920,"['N54489', 'N16920']"
U85457,N63970 N58363,N63970,"['N63970', 'N58363']"
U60623,N13930 N55204 N55689 N23414 N53585,N55689,"['N13930', 'N55204', 'N55689', 'N23414', 'N53585']"
U4232,N44651 N49279 N36681,N49279,"['N44651', 'N49279', 'N36681']"
U11342,N27845 N25764 N24272 N41178 N39115,N27845,"['N27845', 'N25764', 'N24272', 'N41178', 'N39115']"
U71174,N17104 N63478,N63478,"['N17104', 'N63478']"
U73036,N4642 N39774,N4642,"['N4642', 'N39774']"
U58740,N44651 N49279 N61022,N49279,"['N44651', 'N49279', 'N61022']"
U32505,N42457 N56214,N56214,"['N42457', 'N56214']"
U77624,N42961 N35729 N27581 N55689,N55689,"['N42961', 'N35729', 'N27581', 'N55689']"
U70330,N58363 N42634 N63970,N63970,"['N58363', 'N42634', 'N63970']"
U5847,N41020 N52122 N62360 N49180,N62360,"['N41020', 'N52122', 'N62360', 'N49180']"
U37625,N48309 N2823 N49200 N49123,N48309,"['N48309', 'N2823', 'N49200', 'N49123']"
U81703,N47020 N1034 N23548,N1034,"['N47020', 'N1034', 'N23548']"
U18798,N13721 N63583 N41881,N41881,"['N13721', 'N63583', 'N41881']"
U69172,N12493 N64851,N12493,"['N12493', 'N64851']"
U63780,N51048 N8509 N56214 N4642,N56214,"['N51048', 'N8509', 'N56214', 'N4642']"
U33329,N49279 N61022,N49279,"['N49279', 'N61022']"
U26942,N1034 N57097 N64916 N61022,N61022,"['N1034', 'N57097', 'N64916', 'N61022']"
U85336,N49279 N61022,N49279,"['N49279', 'N61022']"
U89599,N51048 N39010 N47061 N287,N287,"['N51048', 'N39010', 'N47061', 'N287']"
U28401,N64513 N61022 N49279 N21882,N49279,"['N64513', 'N61022', 'N49279', 'N21882']"
U65922,N6890 N45704 N19092 N17059,N6890,"['N6890', 'N45704', 'N19092', 'N17059']"
U61863,N53585 N55689,N53585,"['N53585', 'N55689']"
U77742,N23414 N55204 N55689 N13930 N38662,N55689,"['N23414', 'N55204', 'N55689', 'N13930', 'N38662']"
U15786,N63970 N40839 N58363 N27560,N63970 N58363,"['N63970', 'N40839', 'N58363', 'N27560']"
U62372,N55689 N52622,N52622,"['N55689', 'N52622']"
U5951,N27581 N47035 N57090 N35729,N35729,"['N27581', 'N47035', 'N57090', 'N35729']"
U3616,N51398 N41881,N41881,"['N51398', 'N41881']"
U40644,N49200 N40380 N17059 N64851,N64851,"['N49200', 'N40380', 'N17059', 'N64851']"
U73565,N54489 N8191 N46526,N46526,"['N54489', 'N8191', 'N46526']"
U83765,N23446 N38779,N38779,"['N23446', 'N38779']"
U77479,N55689 N53585 N23414,N23414,"['N55689', 'N53585', 'N23414']"
U29538,N16920 N54489 N36789,N36789,"['N16920', 'N54489', 'N36789']"
U20487,N15020 N58051 N1034 N19911,N1034,"['N15020', 'N58051', 'N1034', 'N19911']"
U40629,N27581 N35729 N42961 N55689,N35729,"['N27581', 'N35729', 'N42961', 'N55689']"
U9227,N40839 N63970,N63970,"['N40839', 'N63970']"
U2958,N55689 N53585,N53585,"['N55689', 'N53585']"
U10145,N39010 N287,N287,"['N39010', 'N287']"
U70779,N55689 N35729,N55689,"['N55689', 'N35729']"
U1394,N56214 N42457,N56214,"['N56214', 'N42457']"
U26087,N287 N47061 N59673 N51048,N287,"['N287', 'N47061', 'N59673', 'N51048']"
U39847,N23877 N23446 N47098 N6477,N23446,"['N23877', 'N23446', 'N47098', 'N6477']"
U48460,N51185 N45554 N13259 N53585 N54232,N53585,"['N51185', 'N45554', 'N13259', 'N53585', 'N54232']"
U59502,N27581 N55689 N35729 N42961,N35729,"['N27581', 'N55689', 'N35729', 'N42961']"
U42259,N7319 N33619,N7319,"['N7319', 'N33619']"
U65409,N287 N39010,N287,"['N287', 'N39010']"
U54966,N56214 N4642,N56214,"['N56214', 'N4642']"
U34704,N50675 N453 N36789 N42966 N33619,N453,"['N50675', 'N453', 'N36789', 'N42966', 'N33619']"
U80277,N3491 N41881,N41881,"['N3491', 'N41881']"
U68867,N55689 N35729,N55689,"['N55689', 'N35729']"
U82275,N17059 N12029,N12029,"['N17059', 'N12029']"
U38609,N55689 N53585 N13930,N53585,"['N55689', 'N53585', 'N13930']"
U55428,N40109 N27737 N19661 N1228 N57032,N19661,"['N40109', 'N27737', 'N19661', 'N1228', 'N57032']"
U21888,N36789 N33619 N50675,N33619,"['N36789', 'N33619', 'N50675']"
U2602,N39010 N287,N287,"['N39010', 'N287']"
U35860,N7840 N47067 N42614 N49685 N36681,N49685,"['N7840', 'N47067', 'N42614', 'N49685', 'N36681']"
U91758,N35729 N21707 N55689 N59981,N55689,"['N35729', 'N21707', 'N55689', 'N59981']"
U32395,N59981 N35729 N21707 N53585,N53585,"['N59981', 'N35729', 'N21707', 'N53585']"
U61577,N55689 N13486 N63550 N35172,N63550,"['N55689', 'N13486', 'N63550', 'N35172']"
U48456,N35729 N27581 N42961 N55689,N55689,"['N35729', 'N27581', 'N42961', 'N55689']"
U41387,N65185 N1034 N47020,N65185,"['N65185', 'N1034', 'N47020']"
U90998,N36789 N33619 N50675,N33619,"['N36789', 'N33619', 'N50675']"
U15765,N23548 N41881 N47020,N41881,"['N23548', 'N41881', 'N47020']"
U81225,N55689 N35729 N27581 N6693,N55689,"['N55689', 'N35729', 'N27581', 'N6693']"
U53580,N47061 N45266,N47061,"['N47061', 'N45266']"
U50523,N50675 N47578 N20079 N33619,N33619,"['N50675', 'N47578', 'N20079', 'N33619']"
U43987,N53696 N45616 N27473,N53696,"['N53696', 'N45616', 'N27473']"
U53775,N12029 N42977,N12029,"['N12029', 'N42977']"
U43073,N31395 N39010 N287,N287,"['N31395', 'N39010', 'N287']"
U7647,N12029 N7821,N7821,"['N12029', 'N7821']"
U29550,N62360 N52122,N52122,"['N62360', 'N52122']"
U21390,N19661 N1228 N61233 N33828,N33828,"['N19661', 'N1228', 'N61233', 'N33828']"
U19809,N35729 N55689,N55689,"['N35729', 'N55689']"
U39990,N33632 N35729,N33632,"['N33632', 'N35729']"
U24723,N52622 N55689,N52622,"['N52622', 'N55689']"
U76243,N4642 N36221 N51048 N56214,N4642 N56214,"['N4642', 'N36221', 'N51048', 'N56214']"
U23721,N57957 N13930 N55689 N55204 N38662,N55689,"['N57957', 'N13930', 'N55689', 'N55204', 'N38662']"
U1901,N41881 N47267,N41881,"['N41881', 'N47267']"
U8763,N7821 N42977 N33885 N12029,N42977,"['N7821', 'N42977', 'N33885', 'N12029']"
U78812,N33501 N51048 N11817 N26025,N51048,"['N33501', 'N51048', 'N11817', 'N26025']"
U55053,N45270 N55689 N43502 N55204 N21707,N55689,"['N45270', 'N55689', 'N43502', 'N55204', 'N21707']"
U80108,N27581 N33632 N57090 N35729,N35729,"['N27581', 'N33632', 'N57090', 'N35729']"
U58107,N45270 N53585 N55204 N55689,N55689,"['N45270', 'N53585', 'N55204', 'N55689']"
U22652,N51048 N56214,N51048,"['N51048', 'N56214']"
U7048,N35729 N55689 N21707 N59981,N35729,"['N35729', 'N55689', 'N21707', 'N59981']"
U81551,N41020 N62360 N52122 N7319,N52122,"['N41020', 'N62360', 'N52122', 'N7319']"
U19064,N35729 N55689,N35729,"['N35729', 'N55689']"
U35438,N20079 N14184 N50675 N33619,N20079,"['N20079', 'N14184', 'N50675', 'N33619']"
U51100,N41881 N27845 N51398,N41881,"['N41881', 'N27845', 'N51398']"
U55719,N63970 N58363,N63970,"['N63970', 'N58363']"
U48518,N27737 N41934 N56211 N61233 N52867,N41934,"['N27737', 'N41934', 'N56211', 'N61233', 'N52867']"
U26159,N57097 N61022,N57097,"['N57097', 'N61022']"
U74192,N8191 N46526 N16920,N16920,"['N8191', 'N46526', 'N16920']"
U37267,N12029 N17059,N12029,"['N12029', 'N17059']"
U28941,N23414 N16804 N42039,N23414,"['N23414', 'N16804', 'N42039']"
U29568,N64542 N50060 N52446 N28047,N28047,"['N64542', 'N50060', 'N52446', 'N28047']"
U67309,N63970 N58363,N63970,"['N63970', 'N58363']"
U77792,N50675 N20079 N33619,N33619,"['N50675', 'N20079', 'N33619']"
U18674,N41020 N33619 N7319,N33619,"['N41020', 'N33619', 'N7319']"
U91150,N33632 N49685,N49685,"['N33632', 'N49685']"
U35038,N20495 N33885,N20495,"['N20495', 'N33885']"
U31727,N47061 N45266,N47061,"['N47061', 'N45266']"
U43490,N23414 N46029 N54489,N23414,"['N23414', 'N46029', 'N54489']"
U20910,N40109 N23446 N38779 N50872 N23877,N38779,"['N40109', 'N23446', 'N38779', 'N50872', 'N23877']"
U79221,N287 N39010,N287,"['N287', 'N39010']"
U32146,N51398 N41881,N41881,"['N51398', 'N41881']"
U7249,N45266 N51048 N47061 N287,N45266,"['N45266', 'N51048', 'N47061', 'N287']"
U47393,N56214 N4642,N56214,"['N56214', 'N4642']"
U42218,N61768 N61022,N61768,"['N61768', 'N61022']"
U605,N7809 N59981 N35729 N55689,N55689,"['N7809', 'N59981', 'N35729', 'N55689']"
U67670,N41020 N52122 N7319 N62360,N52122,"['N41020', 'N52122', 'N7319', 'N62360']"
U73138,N52122 N7319,N52122,"['N52122', 'N7319']"
U21614,N50872 N35815,N35815,"['N50872', 'N35815']"
U53986,N51048 N33501,N51048,"['N51048', 'N33501']"
U75132,N41881 N27845 N51398 N52000,N51398,"['N41881', 'N27845', 'N51398', 'N52000']"
U83989,N42977 N12029,N12029,"['N42977', 'N12029']"
U86187,N33885 N33677 N20495 N7821,N33885,"['N33885', 'N33677', 'N20495', 'N7821']"
U43884,N58363 N63970,N58363,"['N58363', 'N63970']"
U49966,N33885 N7821 N17059 N12029,N17059,"['N33885', 'N7821', 'N17059', 'N12029']"
U93617,N55689 N35729,N35729,"['N55689', 'N35729']"
U31086,N46029 N46526 N16920 N8191 N54489,N54489,"['N46029', 'N46526', 'N16920', 'N8191', 'N54489']"
U34646,N11821 N43500 N1408,N11821,"['N11821', 'N43500', 'N1408']"
U45894,N45266 N47061,N47061,"['N45266', 'N47061']"
U33010,N23414 N54489 N46029,N23414,"['N23414', 'N54489', 'N46029']"
U87630,N21882 N49279 N64513 N61022,N49279,"['N21882', 'N49279', 'N64513', 'N61022']"
U47046,N47061 N287,N287,"['N47061', 'N287']"
U88315,N3102 N56243,N3102,"['N3102', 'N56243']"
U32996,N40839 N63970,N63970,"['N40839', 'N63970']"
U18964,N62360 N41020 N7319 N52122,N52122,"['N62360', 'N41020', 'N7319', 'N52122']"
U45184,N55689 N35729,N55689,"['N55689', 'N35729']"
U32798,N35170 N47061,N35170,"['N35170', 'N47061']"
U79755,N40109 N50872,N40109,"['N40109', 'N50872']"
U76735,N23446 N50872 N38779 N40109,N40109,"['N23446', 'N50872', 'N38779', 'N40109']"
U7998,N36681 N50060 N49685 N41224,N49685,"['N36681', 'N50060', 'N49685', 'N41224']"
U90413,N53585 N55204 N13930 N55689 N23414,N23414,"['N53585', 'N55204', 'N13930', 'N55689', 'N23414']"
U88248,N13094 N49712 N56214 N48064 N42457,N42457,"['N13094', 'N49712', 'N56214', 'N48064', 'N42457']"
U83854,N49279 N61022,N49279,"['N49279', 'N61022']"
U73693,N23184 N4642,N4642,"['N23184', 'N4642']"
U88284,N52122 N62360 N41020 N7319,N7319,"['N52122', 'N62360', 'N41020', 'N7319']"
U57838,N35729 N55689,N55689,"['N35729', 'N55689']"
U42513,N62093 N64542 N49685,N49685,"['N62093', 'N64542', 'N49685']"
U36123,N42977 N13579 N47061 N45266,N47061,"['N42977', 'N13579', 'N47061', 'N45266']"
U13876,N31273 N35729 N50060 N48759 N56193,N35729,"['N31273', 'N35729', 'N50060', 'N48759', 'N56193']"
U62784,N12042 N62729,N62729,"['N12042', 'N62729']"
U6127,N62729 N61623 N13341,N62729,"['N62729', 'N61623', 'N13341']"
U29890,N42977 N12029,N12029,"['N42977', 'N12029']"
U39207,N56214 N4642,N56214,"['N56214', 'N4642']"
U93853,N54489 N23414 N55689 N53585 N46029,N23414,"['N54489', 'N23414', 'N55689', 'N53585', 'N46029']"
U6098,N12029 N33885 N7821 N42977,N42977,"['N12029', 'N33885', 'N7821', 'N42977']"
U1614,N23429 N33619 N50675,N33619,"['N23429', 'N33619', 'N50675']"
U27334,N23877 N49712 N40109 N48017 N50872,N23877,"['N23877', 'N49712', 'N40109', 'N48017', 'N50872']"
U26732,N28047 N62093 N64542,N62093,"['N28047', 'N62093', 'N64542']"
U24620,N40109 N50872,N40109,"['N40109', 'N50872']"
U29817,N55689 N6693,N55689,"['N55689', 'N6693']"
U49038,N47020 N1034 N36752,N1034,"['N47020', 'N1034', 'N36752']"
U45798,N39010 N51048 N47061 N59673 N287,N39010,"['N39010', 'N51048', 'N47061', 'N59673', 'N287']"
U9057,N33828 N41934 N19661 N14478 N61233,N14478,"['N33828', 'N41934', 'N19661', 'N14478', 'N61233']"
U38707,N20678 N261,N20678,"['N20678', 'N261']"
U18401,N55689 N35729,N55689,"['N55689', 'N35729']"
U30586,N33885 N20495,N33885,"['N33885', 'N20495']"
U40577,N33619 N49180 N50675 N7319,N7319,"['N33619', 'N49180', 'N50675', 'N7319']"
U85918,N11856 N31978 N58363 N34977,N58363,"['N11856', 'N31978', 'N58363', 'N34977']"
U24504,N64513 N61022 N21882 N49279,N49279,"['N64513', 'N61022', 'N21882', 'N49279']"
U67171,N49279 N61022 N44651,N49279,"['N49279', 'N61022', 'N44651']"
U12219,N49685 N36681 N57651,N49685,"['N49685', 'N36681', 'N57651']"
U58917,N7319 N52122,N52122,"['N7319', 'N52122']"
U67336,N55689 N53585,N53585,"['N55689', 'N53585']"
U69671,N287 N49483 N10913 N27198 N39010,N287,"['N287', 'N49483', 'N10913', 'N27198', 'N39010']"
U71869,N48606 N28047,N28047,"['N48606', 'N28047']"
U39399,N46029 N8191 N54489 N42597 N46526,N42597,"['N46029', 'N8191', 'N54489', 'N42597', 'N46526']"
U55390,N7319 N63970,N63970,"['N7319', 'N63970']"
U82272,N4642 N23184,N23184,"['N4642', 'N23184']"
U81909,N61022 N57097,N61022,"['N61022', 'N57097']"
U73795,N29340 N18947 N6890,N6890,"['N29340', 'N18947', 'N6890']"
U15832,N33828 N61233,N61233,"['N33828', 'N61233']"
U80067,N23446 N40109 N50872 N38779,N50872,"['N23446', 'N40109', 'N50872', 'N38779']"
U14857,N50872 N63060,N63060,"['N50872', 'N63060']"
U20245,N287 N51048,N287,"['N287', 'N51048']"
U65361,N49685 N57651 N36681,N49685,"['N49685', 'N57651', 'N36681']"
U13479,N23414 N54489 N46029,N23414,"['N23414', 'N54489', 'N46029']"
U25265,N52622 N55689 N55204 N53585,N53585,"['N52622', 'N55689', 'N55204', 'N53585']"
